canonical_key,canonical_tag,distinct_users,distinct_artists,vote_rows,source_assignments,raw_tag_id_count,raw_variant_count,raw_variants,review_numbers,manual_review_notes,manual_review_flag,automatic_exclusion_reason,manual_flag_reason,is_flagged,semantic_content_eligible,semantic_exclusion_reason,single_user_tag,meets_min_artist_threshold,use_for_content_model,content_model_exclusion_reason
cathedral oceans,cathedral oceans,1,1,1,1,1,1,cathedral oceans,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
catholic,catholic,1,4,4,4,1,1,catholic,,,False,,,False,True,,True,True,True,
catolica,catolica,1,3,3,3,1,1,catolica,,,False,,,False,True,,True,True,True,
cats,cats,1,1,1,1,1,1,cats,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cavalera,cavalera,1,1,1,1,1,1,cavalera,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cazuza,cazuza,1,1,1,1,1,1,cazuza,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cbjr,cbjr,1,1,1,1,1,1,cbjr,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cd,cd,1,1,1,1,1,1,cd,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cd de britney en el auto con replay para cantarla con florr,cd de britney en el auto con replay para cantarla con florr,1,1,1,1,1,1,cd de britney en el auto con replay para cantarla con florr,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
ceara,ceara,1,1,1,1,1,1,ceara,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
ceili,ceili,1,1,1,1,1,1,ceili,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
celebration,celebration,1,1,1,1,1,1,celebration,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
celebrities who one day im determined to meet,celebrities who one day im determined to meet,1,8,8,8,1,1,celebrities who one day im determined to meet,,,False,,,False,True,,True,True,True,
celine dion,celine dion,4,6,9,9,1,1,celine dion,,,False,,,False,True,,False,True,True,
cello,cello,5,5,6,6,1,1,cello,,,False,,,False,True,,False,True,True,
cello metal,cello metal,2,1,2,2,1,1,cello metal,,,False,,,False,True,,False,False,False,used on fewer than 2 distinct artists
cello rock,cello rock,2,2,3,3,1,1,cello rock,,,False,,,False,True,,False,True,True,
celtic,celtic,25,26,49,49,1,1,celtic,,,False,,,False,True,,False,True,True,
celtic frost,celtic frost,1,1,1,1,1,1,celtic frost,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
celtic pop,celtic pop,1,1,1,1,1,1,celtic pop,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
celtic punk,celtic punk,1,1,1,1,1,1,celtic punk,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
celtic rock,celtic rock,1,1,1,1,1,1,celtic rock,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
censors are lame,censors are lame,1,1,1,1,1,1,censors are lame,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
central asian,central asian,1,7,7,11,2,2,central asia | central asian,257,,False,,,False,True,,True,True,True,
central point,central point,1,4,4,4,1,1,central point,,,False,,,False,True,,True,True,True,
cerebral,cerebral,1,1,1,1,1,1,cerebral,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cesar,cesar,1,35,35,35,1,1,cesar,,,False,,,False,True,,True,True,True,
cevin key,cevin key,1,1,1,1,1,1,cevin key,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chaikovsky,chaikovsky,1,1,1,1,1,1,chaikovsky,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chalga,chalga,1,1,1,1,1,1,chalga,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chamber pop,chamber pop,2,2,2,2,1,1,chamber pop,,,False,,,False,True,,False,True,True,
chamillionaire,chamillionaire,1,1,1,1,1,1,chamillionaire,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chamone,chamone,1,1,1,1,1,1,chamone,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chanson,chanson,7,11,14,14,1,1,chanson,,,False,,,False,True,,False,True,True,
chanson francaise,chanson francaise,11,36,47,47,1,1,chanson francaise,,,False,,,False,True,,False,True,True,
chant,chant,1,1,1,1,1,1,chant,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chanting,chanting,1,3,3,3,1,1,chanting,,,False,,,False,True,,True,True,True,
chaos,chaos,1,1,1,1,1,1,chaos,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chaotic hardcore,chaotic hardcore,4,11,15,15,1,1,chaotic hardcore,,,False,,,False,True,,False,True,True,
charity,charity,1,1,1,1,1,1,charity,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
charly,charly,1,2,2,2,1,1,charly,,,False,,,False,True,,True,True,True,
charmed,charmed,1,31,31,31,1,1,charmed,,,False,,,False,True,,True,True,True,
charmed soundtrack,charmed soundtrack,1,1,1,1,1,1,charmed soundtrack,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chat,chat,1,1,1,1,1,1,chat,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chatroom,chatroom,1,1,1,1,1,1,chatroom,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chav,chav,1,1,1,1,1,1,chav,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
check,check,1,54,54,54,1,1,check,,,False,,,False,True,,True,True,True,
check out,check out,3,8,8,8,1,1,check out,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,False,True,False,personal preference or user behaviour
check out later,check out later,1,5,5,5,1,1,check out later,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,True,False,personal preference or user behaviour
check them out,check them out,1,1,1,1,1,1,check them out,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
check your meta tag,check your meta tag,1,1,1,1,1,1,check your meta tag,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cheers me up everytime,cheers me up everytime,1,2,2,2,1,1,cheers me up everytime,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,True,False,personal preference or user behaviour
cheese,cheese,1,1,1,1,1,1,cheese,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cheese on toast,cheese on toast,1,1,1,1,1,1,cheese on toast,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cheesy,cheesy,1,1,1,1,1,1,cheesy,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cheesy pop,cheesy pop,1,2,2,2,1,1,cheesy pop,,,False,,,False,True,,True,True,True,
cheetos,cheetos,1,1,1,1,1,1,cheetos,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cheetos queen,cheetos queen,1,1,1,1,1,1,cheetos queen,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chef musinum,chef musinum,1,29,29,29,1,1,chef musinum,,,False,,,False,True,,True,True,True,
cher,cher,3,1,3,3,1,1,cher,,,False,,,False,True,,False,False,False,used on fewer than 2 distinct artists
cherish,cherish,1,1,1,1,1,1,cherish,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cheryl cole,cheryl cole,1,1,1,1,1,1,cheryl cole,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chevelle,chevelle,1,1,1,1,1,1,chevelle,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chi town,chi-town,1,1,1,1,1,1,chi-town,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chic,chic,1,1,1,1,1,1,chic,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chica fabulosa,chica fabulosa,1,1,1,1,1,1,chica fabulosa,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chica pop,chica pop,1,1,1,1,1,1,chica pop,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chicago blues,chicago blues,6,16,25,25,1,1,chicago blues,,,False,,,False,True,,False,True,True,
chicas picantes,chicas picantes,1,1,1,1,1,1,chicas picantes,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chicha,chicha,1,1,1,1,1,1,chicha,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chick music,chick music,2,12,12,12,1,1,chick music,,,False,,,False,True,,False,True,True,
chick rock,chick rock,1,1,1,1,1,1,chick rock,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chiclete,chiclete,1,1,1,1,1,1,chiclete,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chicos,chicos,1,1,1,1,1,1,chicos,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
childhood,childhood,1,5,5,5,1,1,childhood,,,False,,,False,True,,True,True,True,
childhood hero,childhood hero,1,1,1,1,1,1,childhood hero,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
childhood memories,childhood memories,1,13,13,13,1,1,childhood memories,,,False,,,False,True,,True,True,True,
children,children,2,2,2,2,2,2,children | childrens,123,Flagged: broad/contextual.,True,,Flagged: broad/contextual.,True,False,Flagged: broad/contextual.,False,True,False,Flagged: broad/contextual.
children of bodom,children of bodom,1,1,1,1,1,1,children of bodom,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chile,chile,7,13,13,13,1,1,chile,,,False,,,False,True,,False,True,True,
chilean,chilean,2,3,3,3,1,1,chilean,,,False,,,False,True,,False,True,True,
chilean rock,chilean rock,1,1,1,1,1,1,chilean rock,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chill,chill,33,197,207,207,1,1,chill,17,Keep separate: `chill` and `chills` represent different emotional concepts.,False,,,False,True,,False,True,True,
chill latin hh,chill latin hh,1,2,2,2,1,1,chill latin hh,,,False,,,False,True,,True,True,True,
chill music,chill music,3,6,6,6,1,1,chill music,,,False,,,False,True,,False,True,True,
chill out,chill out,155,734,1395,1402,3,3,chill out | chill-out | chillout,193,,False,,,False,True,,False,True,True,
chill witch,chill witch,1,10,10,10,1,1,chill witch,,,False,,,False,True,,True,True,True,
chill zone,chill zone,1,76,76,76,1,1,chill zone,,,False,,,False,True,,True,True,True,
chilled,chilled,2,3,3,3,1,1,chilled,,,False,,,False,True,,False,True,True,
chillil,chillil,1,1,1,1,1,1,chillil,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chilling,chilling,2,3,3,3,1,1,chilling,,,False,,,False,True,,False,True,True,
chillosophy,chillosophy,1,1,1,1,1,1,chillosophy,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chills,chills,2,3,3,3,1,1,chills,17,Keep separate: `chill` and `chills` represent different emotional concepts.,False,,,False,True,,False,True,True,
chillwave,chillwave,6,17,23,23,2,2,chill wave | chillwave,194,,False,,,False,True,,False,True,True,
chimezia,chimezia,1,1,1,1,1,1,chimezia,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
china,china,1,1,1,1,1,1,china,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chinese,chinese,3,10,10,10,1,1,chinese,,,False,,,False,True,,False,True,True,
chinese music,chinese music,1,1,1,1,1,1,chinese music,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chinese pop,chinese pop,1,1,1,1,1,1,chinese pop,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chip music,chip music,1,1,1,1,1,1,chip music,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chipcore,chipcore,1,2,2,2,1,1,chipcore,,,False,,,False,True,,True,True,True,
chiptune,chiptune,4,5,5,5,1,1,chiptune,,,False,,,False,True,,False,True,True,
chloe lowery,chloe lowery,1,1,1,1,1,1,chloe lowery,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chochi,chochi,1,1,1,1,1,1,chochi,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
choir,choir,1,1,1,1,1,1,choir,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
choon,choon,1,3,3,3,1,1,choon,,,False,,,False,True,,True,True,True,
choral,choral,3,17,17,17,1,1,choral,,,False,,,False,True,,False,True,True,
chord overstreet,chord overstreet,1,1,1,1,1,1,chord overstreet,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
choreographed dance moves,choreographed dance moves,1,5,5,5,1,1,choreographed dance moves,,,False,,,False,True,,True,True,True,
chorus,chorus,1,1,1,1,1,1,chorus,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chris brown,chris brown,5,8,12,12,1,1,chris brown,,,False,,,False,True,,False,True,True,
chris brown winner,chris brown- winner,1,1,1,1,1,1,chris brown- winner,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chris clark,chris clark,1,1,1,1,1,1,chris clark,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chris cornell,chris cornell,3,3,3,3,1,1,chris cornell,,,False,,,False,True,,False,True,True,
chris daughtry,chris daughtry,1,1,1,1,1,1,chris daughtry,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chris kirkpatrick is hot,chris kirkpatrick is hot,1,1,1,1,1,1,chris kirkpatrick is hot,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
christian,christian,41,129,208,208,1,1,christian,,,False,,,False,True,,False,True,True,
christian alternative rock,christian alternative rock,1,1,1,1,1,1,christian alternative rock,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
christian alvestam,christian alvestam,1,1,1,1,1,1,christian alvestam,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
christian blues,christian blues,1,1,1,1,1,1,christian blues,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
christian chick rock,christian chick rock,1,1,1,1,1,1,christian chick rock,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
christian metal,christian metal,7,5,11,11,1,1,christian metal,,,False,,,False,True,,False,True,True,
christian metalcore,christian metalcore,6,6,9,9,1,1,christian metalcore,,,False,,,False,True,,False,True,True,
christian music,christian music,1,10,10,10,1,1,christian music,,,False,,,False,True,,True,True,True,
christian pop,christian pop,1,1,1,1,1,1,christian pop,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
christian power metal,christian power metal,1,1,1,1,1,1,christian power metal,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
christian rock,christian rock,26,78,168,170,3,3,christian rock | christian-rock | cristian rock,215,,False,,,False,True,,False,True,True,
christian rock pop,christian rock-pop,1,2,2,2,1,1,christian rock-pop,,,False,,,False,True,,True,True,True,
christian women,christian women,1,1,1,1,1,1,christian women,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
christianity,christianity,1,1,1,1,1,1,christianity,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
christina,christina,1,1,1,1,1,1,christina,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
christina aguilera,christina aguilera,19,4,20,20,1,1,christina aguilera,,,False,,,False,True,,False,True,True,
christina aguilera beautiful,christina aguilera beautiful,1,1,1,1,1,1,christina aguilera beautiful,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
christmas,christmas,23,142,184,184,3,3,christmas | christmas blend | christmas song,279 | 280,,False,,,False,True,,False,True,True,
christmas favourites,christmas favourites,1,5,5,5,1,1,christmas favourites,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,True,False,personal preference or user behaviour
christmas song,christmas song,2,4,4,4,1,1,christmas songs,105,,False,,,False,True,,False,True,True,
christofer drew,christofer drew,1,1,1,1,1,1,christofer drew,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chubby,chubby,1,1,1,1,1,1,chubby,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chuck,chuck,1,2,2,2,1,1,chuck,,,False,,,False,True,,True,True,True,
chuck norris approves,chuck norris approves,1,1,1,1,1,1,chuck norris approves,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chuck schuldiner,chuck schuldiner,1,1,1,1,1,1,chuck schuldiner,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
chugga chugga chugga,chugga chugga chugga,1,6,6,6,1,1,chugga chugga chugga,,,False,,,False,True,,True,True,True,
chwile,chwile,1,1,1,1,1,1,chwile,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
ciara,ciara,4,3,5,5,1,1,ciara,,,False,,,False,True,,False,True,True,
cigarettes,cigarettes,1,9,9,9,1,1,cigarettes,,,False,,,False,True,,True,True,True,
cindy lauper,cindy lauper,1,1,1,1,1,1,cindy lauper,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cinema,cinema,1,1,1,1,1,1,cinema,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cinema bizarre,cinema bizarre,1,1,1,1,1,1,cinema bizarre,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cinematic,cinematic,4,5,5,5,1,1,cinematic,,,False,,,False,True,,False,True,True,
cinematic folk,cinematic folk,1,1,1,1,1,1,cinematic folk,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cinematic rock,cinematic rock,1,1,1,1,1,1,cinematic rock,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
circuit bending,circuit bending,1,1,1,1,1,1,circuit bending,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
circus,circus,7,1,7,7,1,1,circus,,,False,,,False,True,,False,False,False,used on fewer than 2 distinct artists
cirque du soleil,cirque du soleil,1,1,1,1,1,1,cirque du soleil,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cities,cities,1,37,37,37,1,1,cities,,,False,,,False,True,,True,True,True,
cities in dust,cities in dust,1,1,1,1,1,1,cities in dust,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
city centre offices,city centre offices,1,5,5,5,1,1,city centre offices,,,False,,,False,True,,True,True,True,
city names,city names,1,5,5,5,1,1,city names,,,False,,,False,True,,True,True,True,
civil rights movement,civil rights movement,1,3,3,3,1,1,civil rights movement,,,False,,,False,True,,True,True,True,
claire voyant,claire voyant,1,1,1,1,1,1,claire voyant,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
clark,clark,1,1,1,1,1,1,clark,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
clash,clash,1,1,1,1,1,1,clash,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
clasical,clasical,1,1,1,1,1,1,clasical,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
classic,classic,48,194,238,253,3,3,clasica | classic | classico,258 | 259,,False,,,False,True,,False,True,True,
classic 80s,classic 80s,1,1,1,1,1,1,classic 80s,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
classic blackmore,classic blackmore,1,2,2,2,1,1,classic blackmore,,,False,,,False,True,,True,True,True,
classic blues,classic blues,2,7,11,11,1,1,classic blues,,,False,,,False,True,,False,True,True,
classic country,classic country,3,48,49,49,1,1,classic country,,,False,,,False,True,,False,True,True,
classic hard rock,classic hard rock,1,1,1,1,1,1,classic hard rock,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
classic hollywood,classic hollywood,1,1,1,1,1,1,classic hollywood,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
classic house,classic house,1,9,9,9,1,1,classic house,,,False,,,False,True,,True,True,True,
classic jazz,classic jazz,1,3,3,3,1,1,classic jazz,,,False,,,False,True,,True,True,True,
classic metal,classic metal,4,3,4,4,1,1,classic metal,,,False,,,False,True,,False,True,True,
classic pop,classic pop,3,3,3,3,1,1,classic pop,,,False,,,False,True,,False,True,True,
classic prog,classic prog,1,1,1,1,1,1,classic prog,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
classic punk,classic punk,1,2,2,2,1,1,classic punk,,,False,,,False,True,,True,True,True,
classic rap,classic rap,1,5,5,5,1,1,classic rap,,,False,,,False,True,,True,True,True,
classic rock,classic rock,252,471,2282,2282,1,1,classic rock,,,False,,,False,True,,False,True,True,
classic rock favorites,classic rock favorites,1,1,1,1,1,1,classic rock favorites,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,False,False,personal preference or user behaviour
classic russian rock,classic russian rock,1,1,1,1,1,1,classic russian rock,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
classic sixties,classic sixties,1,1,1,1,1,1,classic sixties,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
classic soul,classic soul,2,2,2,2,1,1,classic soul,,,False,,,False,True,,False,True,True,
classic synthpop,classic synthpop,1,6,6,6,1,1,classic synthpop,,,False,,,False,True,,True,True,True,
classical,classical,95,188,450,450,1,1,classical,,,False,,,False,True,,False,True,True,
classical crossover,classical crossover,4,9,11,11,2,2,classical crossover | classical-crossover,,,False,,,False,True,,False,True,True,
classical guitar,classical guitar,2,13,14,14,1,1,classical guitar,,,False,,,False,True,,False,True,True,
classical music,classical music,1,6,6,6,1,1,classical music,,,False,,,False,True,,True,True,True,
classical piano,classical piano,1,2,2,2,1,1,classical piano,,,False,,,False,True,,True,True,True,
classical pop,classical - pop,2,5,6,6,2,2,classical - pop | classical pop,,,False,,,False,True,,False,True,True,
classical rock,classical rock,1,1,1,1,1,1,classical rock,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
classical terror,classical terror,1,5,5,5,1,1,classical terror,,,False,,,False,True,,True,True,True,
classique,classique,1,1,1,1,1,1,classique,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
classy,classy,1,1,1,1,1,1,classy,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
clazziquai project,clazziquai project,1,1,1,1,1,1,clazziquai project,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
clever,clever,1,2,2,2,1,1,clever,,,False,,,False,True,,True,True,True,
clickpop,clickpop,1,2,2,2,1,1,clickpop,,,False,,,False,True,,True,True,True,
clicks and cuts,clicks and cuts,1,1,1,1,1,1,clicks and cuts,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
clicks'n'cuts,clicks'n'cuts,1,1,1,1,1,1,clicks'n'cuts,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cliff is and will be the big cliff,cliff is and will be the big cliff,1,1,1,1,1,1,cliff is and will be the big cliff,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
clint,clint,1,11,11,11,1,1,clint,,,False,,,False,True,,True,True,True,
clipe sinistro,clipe sinistro,1,1,1,1,1,1,clipe sinistro,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
clocks,clocks,2,1,2,2,1,1,clocks,,,False,,,False,True,,False,False,False,used on fewer than 2 distinct artists
close your eyes and imagine,close your eyes and imagine,1,3,3,3,1,1,close your eyes and imagine,,,False,,,False,True,,True,True,True,
club,club,31,77,91,91,1,1,club,,,False,,,False,True,,False,True,True,
club banger,club banger,1,1,1,1,1,1,club banger,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
club classics,club classics,1,13,13,13,1,1,club classics,,,False,,,False,True,,True,True,True,
club house,club house,1,1,1,1,1,1,club house,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
club mixes,club mixes,1,1,1,1,1,1,club mixes,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
club music,club music,1,1,1,1,1,1,club music,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
club trance,club trance,1,1,1,1,1,1,club trance,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
club transmediale,club transmediale,1,1,1,1,1,1,club transmediale,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
clumsy,clumsy,1,1,1,1,1,1,clumsy,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cm punk,cm punk,1,1,1,1,1,1,cm punk,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cma awards,cma awards,1,1,1,1,1,1,cma awards,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
co,co,1,2,2,2,1,1,co,,,False,,,False,True,,True,True,True,
coachella,coachella,1,1,1,1,1,1,coachella,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cocaine,cocaine,1,1,1,1,1,1,cocaine,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cock fight,cock fight,1,1,1,1,1,1,cock fight,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cockney,cockney,2,2,2,2,1,1,cockney,,,False,,,False,True,,False,True,True,
cocksucker,cocksucker,1,21,21,21,1,1,cocksucker,,,False,,,False,True,,True,True,True,
coconut records,coconut records,1,1,1,1,1,1,coconut records,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cocteau twins,cocteau twins,3,3,3,3,1,1,cocteau twins,,,False,,,False,True,,False,True,True,
cocteau twins related,cocteau twins related,1,1,1,1,1,1,cocteau twins related,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cody simpson,cody simpson,1,1,1,1,1,1,cody simpson,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
coffeeshop,coffeeshop,1,11,11,11,1,1,coffeeshop,,,False,,,False,True,,True,True,True,
coil,coil,1,1,1,1,1,1,coil,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
coisa de deus,coisa de deus,1,25,25,25,1,1,coisa de deus,,,False,,,False,True,,True,True,True,
colbie caillat,colbie caillat,1,1,1,1,1,1,colbie caillat,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
colby,colby,1,1,1,1,1,1,colby,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cold,cold,4,4,4,4,1,1,cold,,,False,,,False,True,,False,True,True,
cold case original soundtrack,cold case original soundtrack,1,1,1,1,1,1,cold case original soundtrack,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cold case soundtrack,cold case soundtrack,1,2,2,2,1,1,cold case soundtrack,,,False,,,False,True,,True,True,True,
cold play,cold play,1,1,1,1,1,1,cold play,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
cold wave,cold wave,2,6,6,6,1,1,cold wave,,,False,,,False,True,,False,True,True,
coldplay,coldplay,13,6,15,15,1,1,coldplay,,,False,,,False,True,,False,True,True,
coldwave,coldwave,2,6,6,6,1,1,coldwave,,,False,,,False,True,,False,True,True,
coleen,coleen,1,1,1,1,1,1,coleen,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
collabo,collabo,1,1,1,1,1,1,collabo,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
collectables,collectables,1,1,1,1,1,1,collectables,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
college rock,college rock,4,75,82,82,1,1,college rock,,,False,,,False,True,,False,True,True,
colombia,colombia,3,5,6,6,1,1,colombia,,,False,,,False,True,,False,True,True,
colombian,colombian,1,1,1,1,1,1,colombian,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
color,color,1,1,1,1,1,1,color,44,Keep separate: insufficient evidence that the forms have the same intended meaning.,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
colorado,colorado,1,3,3,3,1,1,colorado,,,False,,,False,True,,True,True,True,
colors,colors,1,31,31,31,1,1,colors,44,Keep separate: insufficient evidence that the forms have the same intended meaning.,False,,,False,True,,True,True,True,
combichrist,combichrist,1,2,2,2,1,1,combichrist,,,False,,,False,True,,True,True,True,
come here rude boy boy,come here rude boy-boy,1,1,1,1,1,1,come here rude boy-boy,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
come my way,come my way,1,1,1,1,1,1,come my way,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,False,False,personal preference or user behaviour
come on you irons,come on you irons,1,1,1,1,1,1,come on you irons,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,False,False,personal preference or user behaviour
