tagID,raw_tag,raw_distinct_users,raw_distinct_artists,raw_assignments,display_normalized,tag_key,base_display_tag,post_plural_key,canonical_key,canonical_tag,review_numbers,manual_review_notes,manual_review_flag
2146,female vocalists i like,1,12,12,female vocalists i like,female vocalists i like,female vocalists i like,female vocalists i like,female vocalists i like,female vocalists i like,,,False
2147,actual lungbutter,1,8,8,actual lungbutter,actual lungbutter,actual lungbutter,actual lungbutter,actual lungbutter,actual lungbutter,,,False
2148,the music maker society,1,6,6,the music maker society,the music maker society,the music maker society,the music maker society,the music maker society,the music maker society,,,False
2149,satire,1,3,3,satire,satire,satire,satire,satire,satire,,,False
2150,they might be giants,1,3,3,they might be giants,they might be giants,they might be giants,they might be giants,they might be giants,they might be giants,,,False
2151,merzbow,1,2,2,merzbow,merzbow,merzbow,merzbow,merzbow,merzbow,,,False
2152,porno,1,2,2,porno,porno,porno,porno,porno,porno,,,False
2153,porn,3,4,4,porn,porn,porn,porn,porn,porn,,,False
2154,surf punk,3,4,4,surf punk,surf punk,surf punk,surf punk,surf punk,surf punk,,,False
2155,hall,1,2,2,hall,hall,hall,hall,hall,hall,,,False
2156,frank zappa,2,4,4,frank zappa,frank zappa,frank zappa,frank zappa,frank zappa,frank zappa,,,False
2157,weird al yankovic,1,2,2,weird al yankovic,weird al yankovic,weird al yankovic,weird al yankovic,weird al yankovic,weird al yankovic,,,False
2158,tenacious d,1,2,2,tenacious d,tenacious d,tenacious d,tenacious d,tenacious d,tenacious d,,,False
2159,weird al,1,2,2,weird al,weird al,weird al,weird al,weird al,weird al,,,False
2160,porno rock,1,1,1,porno rock,porno rock,porno rock,porno rock,porno rock,porno rock,,,False
2161,secret chiefs 3,1,1,1,secret chiefs 3,secret chiefs 3,secret chiefs 3,secret chiefs 3,secret chiefs 3,secret chiefs 3,,,False
2162,sun city girls,1,1,1,sun city girls,sun city girls,sun city girls,sun city girls,sun city girls,sun city girls,,,False
2163,gang gang dance,1,1,1,gang gang dance,gang gang dance,gang gang dance,gang gang dance,gang gang dance,gang gang dance,,,False
2164,twisted,1,2,2,twisted,twisted,twisted,twisted,twisted,twisted,,,False
2165,the jesus lizard,1,2,2,the jesus lizard,the jesus lizard,the jesus lizard,the jesus lizard,the jesus lizard,the jesus lizard,,,False
2166,eclectic,4,36,36,eclectic,eclectic,eclectic,eclectic,eclectic,eclectic,,,False
2167,liars,1,1,1,liars,liars,liars,liars,liars,liars,,,False
2168,deerhoof,1,1,1,deerhoof,deerhoof,deerhoof,deerhoof,deerhoof,deerhoof,,,False
2169,captain beefheart,1,2,2,captain beefheart,captain beefheart,captain beefheart,captain beefheart,captain beefheart,captain beefheart,,,False
2170,wolf eyes,1,1,1,wolf eyes,wolf eyes,wolf eyes,wolf eyes,wolf eyes,wolf eyes,,,False
2171,the residents,1,2,2,the residents,the residents,the residents,the residents,the residents,the residents,,,False
2172,beautiful genius,1,1,1,beautiful genius,beautiful genius,beautiful genius,beautiful genius,beautiful genius,beautiful genius,,,False
2173,alternrock,1,1,1,alternrock,alternrock,alternrock,alternrock,alternrock,alternrock,,,False
2174,twin cities,1,1,1,twin cities,twin cities,twin cities,twin cities,twin cities,twin cities,,,False
2175,the better of us,1,1,1,the better of us,the better of us,the better of us,the better of us,the better of us,the better of us,,,False
2176,five days off,1,1,1,five days off,five days off,five days off,five days off,five days off,five days off,,,False
2177,bage,1,1,1,bage,bage,bage,bage,bage,bage,,,False
2178,poa,1,1,1,poa,poa,poa,poa,poa,poa,,,False
2179,before,1,1,1,before,before,before,before,before,before,,,False
2180,how,1,1,1,how,how,how,how,how,how,,,False
2181,banda,1,1,1,banda,banda,banda,banda,banda,banda,,,False
2182,bones,2,3,3,bones,bones,bones,bones,bones,bones,109,Keep separate. Flagged: ambiguous/thematic.,True
2183,underground,10,17,18,underground,underground,underground,underground,underground,underground,,,False
2184,odd,2,2,2,odd,odd,odd,odd,odd,odd,,,False
2185,music,16,17,17,music,music,music,music,music,music,,,False
2186,band,8,11,11,band,band,band,band,band,band,78,Flagged: generic/low-information.,True
2187,each,1,1,1,each,each,each,each,each,each,,,False
2188,pagode,2,3,3,pagode,pagode,pagode,pagode,pagode,pagode,,,False
2189,brazilian country,2,3,3,brazilian country,brazilian country,brazilian country,brazilian country,brazilian country,brazilian country,,,False
2190,sertanejo,6,13,14,sertanejo,sertanejo,sertanejo,sertaneja,sertaneja,sertaneja,329,,False
2191,college rock,4,75,82,college rock,college rock,college rock,college rock,college rock,college rock,,,False
2192,album rock,1,49,49,album rock,album rock,album rock,album rock,album rock,album rock,,,False
2193,new zealand rock,1,9,9,new zealand rock,new zealand rock,new zealand rock,new zealand rock,new zealand rock,new zealand rock,,,False
2194,blue-eyed soul,2,16,17,blue-eyed soul,blue eyed soul,blue-eyed soul,blue eyed soul,blue eyed soul,blue-eyed soul,,,False
2195,jangle pop,2,13,13,jangle pop,jangle pop,jangle pop,jangle pop,jangle pop,jangle pop,,,False
2196,new discovery,1,20,20,new discovery,new discovery,new discovery,new discovery,new discovery,new discovery,48,,False
2197,alternative dance,2,34,35,alternative dance,alternative dance,alternative dance,alternative dance,alternative dance,alternative dance,,,False
2198,pub rock,1,4,4,pub rock,pub rock,pub rock,pub rock,pub rock,pub rock,,,False
2199,british punk,3,24,29,british punk,british punk,british punk,british punk,british punk,british punk,,,False
2200,adult contemporary,4,25,25,adult contemporary,adult contemporary,adult contemporary,adult contemporary,adult contemporary,adult contemporary,,,False
2201,american punk,1,16,16,american punk,american punk,american punk,american punk,american punk,american punk,,,False
2202,pop underground,1,4,4,pop underground,pop underground,pop underground,pop underground,pop underground,pop underground,,,False
2203,american underground,1,12,12,american underground,american underground,american underground,american underground,american underground,american underground,,,False
2204,experimental rock,8,28,32,experimental rock,experimental rock,experimental rock,experimental rock,experimental rock,experimental rock,,,False
2205,new york punk,1,12,12,new york punk,new york punk,new york punk,new york punk,new york punk,new york punk,,,False
2206,folk-rock,6,14,17,folk-rock,folk rock,folk rock,folk rock,folk rock,folk rock,,,False
2207,neo-psychedelia,3,9,9,neo-psychedelia,neo psychedelia,neo-psychedelia,neo psychedelia,neo psychedelia,neo-psychedelia,,,False
2208,british invasion,8,17,32,british invasion,british invasion,british invasion,british invasion,british invasion,british invasion,,,False
2209,arena rock,4,19,20,arena rock,arena rock,arena rock,arena rock,arena rock,arena rock,,,False
2210,roots rock,3,4,4,roots rock,roots rock,roots rock,roots rock,roots rock,roots rock,,,False
2211,chaotic hardcore,4,11,15,chaotic hardcore,chaotic hardcore,chaotic hardcore,chaotic hardcore,chaotic hardcore,chaotic hardcore,,,False
2212,beatdown hardcore,1,8,8,beatdown hardcore,beatdown hardcore,beatdown hardcore,beatdown hardcore,beatdown hardcore,beatdown hardcore,,,False
2213,beatdown,4,18,23,beatdown,beatdown,beatdown,beatdown,beatdown,beatdown,,,False
2214,powerviolence,2,8,8,powerviolence,powerviolence,powerviolence,powerviolence,powerviolence,powerviolence,,,False
2215,russian rock,10,33,41,russian rock,russian rock,russian rock,russian rock,russian rock,russian rock,,,False
2216,noisecore,4,10,11,noisecore,noisecore,noisecore,noisecore,noisecore,noisecore,,,False
2217,straight edge,8,36,52,straight edge,straight edge,straight edge,straight edge,straight edge,straight edge,,,False
2218,moshcore,3,11,13,moshcore,moshcore,moshcore,moshcore,moshcore,moshcore,,,False
2219,ratedd,1,1,1,ratedd,ratedd,ratedd,ratedd,ratedd,ratedd,,,False
2220,heart,2,13,13,heart,heart,heart,heart,heart,heart,76,Flagged: thematic/ambiguous.,True
2221,myfavorites-singers,1,10,10,myfavorites-singers,myfavorites singers,myfavorites-singers,myfavorites singers,myfavorites singers,myfavorites-singers,,,False
2222,biggest-voices,1,8,8,biggest-voices,biggest voices,biggest-voices,biggest voices,biggest voices,biggest-voices,,,False
2223,the place promised in our early days,1,4,4,the place promised in our early days,the place promised in our early days,the place promised in our early days,the place promised in our early days,the place promised in our early days,the place promised in our early days,,,False
2224,thebest,2,4,5,thebest,thebest,thebest,thebest,thebest,thebest,,,False
2225,korean music,2,3,3,korean music,korean music,korean music,korean music,korean music,korean music,,,False
2226,burlesque,3,1,3,burlesque,burlesque,burlesque,burlesque,burlesque,burlesque,,,False
2227,all-time favourites,1,1,1,all-time favourites,all time favourites,all time favourites,all time favourites,all time favourites,all time favourites,,,False
2228,blonde,1,3,3,blonde,blonde,blonde,blonde,blonde,blonde,,,False
2229,pure,3,5,5,pure,pure,pure,pure,pure,pure,,,False
2230,kpop dance,1,2,2,kpop dance,kpop dance,kpop dance,kpop dance,kpop dance,kpop dance,,,False
2231,traditional country,2,15,15,traditional country,traditional country,traditional country,traditional country,traditional country,traditional country,,,False
2232,folk - folkrock - altcountry,1,12,12,folk - folkrock - altcountry,folk folkrock altcountry,folk - folkrock - altcountry,folk folkrock altcountry,folk folkrock altcountry,folk - folkrock - altcountry,,,False
2233,twee,15,36,53,twee,twee,twee,twee,twee,twee,,,False
2234,country gospel,2,7,7,country gospel,country gospel,country gospel,country gospel,country gospel,country gospel,,,False
2235,twee pop,3,11,12,twee pop,twee pop,twee pop,twee pop,twee pop,twee pop,,,False
2236,old time country,1,2,2,old time country,old time country,old time country,old time country,old time country,old time country,,,False
2237,british folk,2,5,6,british folk,british folk,british folk,british folk,british folk,british folk,,,False
2238,progressive folk,2,4,4,progressive folk,progressive folk,progressive folk,progressive folk,progressive folk,progressive folk,288,,False
2239,cabaret,3,9,9,cabaret,cabaret,cabaret,cabaret,cabaret,cabaret,,,False
2240,carter family,1,1,1,carter family,carter family,carter family,carter family,carter family,carter family,,,False
2241,cowboy,1,2,2,cowboy,cowboy,cowboy,cowboy,cowboy,cowboy,115,Flagged: thematic/cultural.,True
2242,old time,1,1,1,old time,old time,old time,old time,old time,old time,,,False
2243,folk blues,1,3,3,folk blues,folk blues,folk blues,folk blues,folk blues,folk blues,,,False
2244,space rock,22,54,69,space rock,space rock,space rock,space rock,space rock,space rock,330,,False
2245,contemporary folk,1,3,3,contemporary folk,contemporary folk,contemporary folk,contemporary folk,contemporary folk,contemporary folk,,,False
2246,underground hip-hop,9,66,74,underground hip-hop,underground hip hop,underground hip-hop,underground hip hop,underground hip hop,underground hip-hop,,,False
2247,british music,1,1,1,british music,british music,british music,british music,british music,british music,,,False
2248,thai,0,0,0,thai,thai,thai,thai,thai,thai,,,False
2249,beyond the sea,0,0,0,beyond the sea,beyond the sea,beyond the sea,beyond the sea,beyond the sea,beyond the sea,,,False
2250,k,0,0,0,k,k,k,k,k,k,,,False
2251,pianist,0,0,0,pianist,pianist,pianist,pianist,pianist,pianist,,,False
2252,beaufiful eye,1,1,1,beaufiful eye,beaufiful eye,beaufiful eye,beaufiful eye,beaufiful eye,beaufiful eye,,,False
2253,jester,1,1,1,jester,jester,jester,jester,jester,jester,,,False
2254,the greatest,1,1,1,the greatest,the greatest,the greatest,the greatest,the greatest,the greatest,,,False
2255,liza,0,0,0,liza,liza,liza,liza,liza,liza,,,False
2256,best of 2010,1,1,1,best of 2010,best of 2010,best of 2010,best of 2010,best of 2010,best of 2010,,,False
2257,doda,1,2,2,doda,doda,doda,doda,doda,doda,,,False
2258,elektroda,1,2,2,elektroda,elektroda,elektroda,elektroda,elektroda,elektroda,,,False
2259,katharsis,1,2,2,katharsis,katharsis,katharsis,katharsis,katharsis,katharsis,,,False
2260,dodafanpl,1,1,1,dodafanpl,dodafanpl,dodafanpl,dodafanpl,dodafanpl,dodafanpl,,,False
2261,dorota,1,2,2,dorota,dorota,dorota,dorota,dorota,dorota,,,False
2262,laska,1,2,2,laska,laska,laska,laska,laska,laska,,,False
2263,female focalists,1,1,1,female focalists,female focalists,female focalists,female focalists,female focalists,female focalists,,,False
2264,best of,0,0,0,best of,best of,best of,best of,best of,best of,,,False
2265,dober2,1,1,1,dober2,dober2,dober2,dober2,dober2,dober2,,,False
2266,poland,2,3,3,poland,poland,poland,poland,poland,poland,,,False
2267,polska,1,1,1,polska,polska,polska,polska,polska,polska,,,False
2268,shemale vocalist,1,1,1,shemale vocalist,shemale vocalist,shemale vocalist,shemale vocalist,shemale vocalist,shemale vocalist,,,False
2269,play back,1,1,1,play back,play back,play back,play back,play back,play back,,,False
2270,whip my hair,1,1,1,whip my hair,whip my hair,whip my hair,whip my hair,whip my hair,whip my hair,,,False
2271,se joga na balada,1,1,1,se joga na balada,se joga na balada,se joga na balada,se joga na balada,se joga na balada,se joga na balada,,,False
2272,progressive house,11,22,27,progressive house,progressive house,progressive house,progressive house,progressive house,progressive house,,,False
2273,dark psytrance,2,2,2,dark psytrance,dark psytrance,dark psytrance,dark psytrance,dark psytrance,dark psytrance,,,False
2274,breaks,4,9,9,breaks,breaks,breaks,breaks,breaks,breaks,,,False
2275,slovenian,2,2,2,slovenian,slovenian,slovenian,slovenian,slovenian,slovenian,,,False
2276,new wave of british heavy metal,5,4,9,new wave of british heavy metal,new wave of british heavy metal,new wave of british heavy metal,new wave of british heavy metal,new wave of british heavy metal,new wave of british heavy metal,,,False
2277,classic metal,4,3,4,classic metal,classic metal,classic metal,classic metal,classic metal,classic metal,,,False
2278,chris brown,5,8,12,chris brown,chris brown,chris brown,chris brown,chris brown,chris brown,,,False
2279,bow wow,1,2,2,bow wow,bow wow,bow wow,bow wow,bow wow,bow wow,,,False
2280,italy,5,16,16,italy,italy,italy,italy,italy,italy,314,,False
2281,megasound,1,11,11,megasound,megasound,megasound,megasound,megasound,megasound,,,False
2282,italia,2,12,12,italia,italia,italia,italy,italy,italy,314,,False
2283,roma,1,10,10,roma,roma,roma,roma,roma,roma,,,False
2284,italiana,1,10,10,italiana,italiana,italiana,italian,italian,italian,273 | 274,,False
2285,zach galifianakis,1,1,1,zach galifianakis,zach galifianakis,zach galifianakis,zach galifianakis,zach galifianakis,zach galifianakis,,,False
2286,a filthy lesson for lovers,1,1,1,a filthy lesson for lovers,a filthy lesson for lovers,a filthy lesson for lovers,a filthy lesson for lovers,a filthy lesson for lovers,a filthy lesson for lovers,,,False
2287,riccardo sabetti,1,1,1,riccardo sabetti,riccardo sabetti,riccardo sabetti,riccardo sabetti,riccardo sabetti,riccardo sabetti,,,False
2288,under 2000 listeners,4,22,22,under 2000 listeners,under 2000 listeners,under 2000 listeners,under 2000 listeners,under 2000 listeners,under 2000 listeners,,,False
2289,totec radio,1,2,2,totec radio,totec radio,totec radio,totec radio,totec radio,totec radio,,,False
2290,dark rock,2,2,2,dark rock,dark rock,dark rock,dark rock,dark rock,dark rock,,,False
2291,neo,2,5,5,neo,neo,neo,neo,neo,neo,,,False
2292,funkrevolt,1,1,1,funkrevolt,funkrevolt,funkrevolt,funkrevolt,funkrevolt,funkrevolt,,,False
2293,bologna,1,2,2,bologna,bologna,bologna,bologna,bologna,bologna,,,False
2294,tribraco,1,5,5,tribraco,tribraco,tribraco,tribraco,tribraco,tribraco,,,False
2295,argine,1,1,1,argine,argine,argine,argine,argine,argine,,,False
2296,music and miles,1,2,2,music and miles,music and miles,music and miles,music and miles,music and miles,music and miles,,,False
2297,antonio zitarelli,1,2,2,antonio zitarelli,antonio zitarelli,antonio zitarelli,antonio zitarelli,antonio zitarelli,antonio zitarelli,,,False
2298,squartet,1,3,3,squartet,squartet,squartet,squartet,squartet,squartet,,,False
2299,goodphellas,1,2,2,goodphellas,goodphellas,goodphellas,goodphellas,goodphellas,goodphellas,,,False
2300,carlo conti,1,2,2,carlo conti,carlo conti,carlo conti,carlo conti,carlo conti,carlo conti,,,False
2301,steve piccolo,1,2,2,steve piccolo,steve piccolo,steve piccolo,steve piccolo,steve piccolo,steve piccolo,,,False
2302,zu,1,2,2,zu,zu,zu,zu,zu,zu,,,False
2303,manlio maresca,1,2,2,manlio maresca,manlio maresca,manlio maresca,manlio maresca,manlio maresca,manlio maresca,,,False
2304,strumentale,1,2,2,strumentale,strumentale,strumentale,strumentale,strumentale,strumentale,,,False
2305,brass band,1,2,2,brass band,brass band,brass band,brass band,brass band,brass band,,,False
2306,maurizio catania,1,1,1,maurizio catania,maurizio catania,maurizio catania,maurizio catania,maurizio catania,maurizio catania,,,False
2307,gabriele caporuscio,1,1,1,gabriele caporuscio,gabriele caporuscio,gabriele caporuscio,gabriele caporuscio,gabriele caporuscio,gabriele caporuscio,,,False
2308,avantgarde,6,13,13,avantgarde,avantgarde,avantgarde,avant garde,avant garde,avant-garde,246,,False
2309,john zorn,1,1,1,john zorn,john zorn,john zorn,john zorn,john zorn,john zorn,,,False
2310,thrangh,1,2,2,thrangh,thrangh,thrangh,thrangh,thrangh,thrangh,,,False
2311,gianluca ferrante,1,1,1,gianluca ferrante,gianluca ferrante,gianluca ferrante,gianluca ferrante,gianluca ferrante,gianluca ferrante,,,False
2312,valentina d-accardi,1,1,1,valentina d-accardi,valentina d accardi,valentina d-accardi,valentina d accardi,valentina d accardi,valentina d-accardi,,,False
2313,mr. bungle,1,1,1,mr. bungle,mr. bungle,mr. bungle,mr. bungle,mr. bungle,mr. bungle,,,False
2315,30 seconds to mars,8,1,8,30 seconds to mars,30 seconds to mars,30 seconds to mars,30 seconds to mars,30 seconds to mars,30 seconds to mars,,,False
2316,2011,2,2,2,2011,2011,2011,2011,2011,2011,,,False
2317,depressive rock,2,1,2,depressive rock,depressive rock,depressive rock,depressive rock,depressive rock,depressive rock,,,False
2318,transexual,0,0,0,transexual,transexual,transexual,transexual,transexual,transexual,,,False
2319,fea,0,0,0,fea,fea,fea,fea,fea,fea,,,False
2320,perra,0,0,0,perra,perra,perra,perra,perra,perra,,,False
2321,travesti,1,1,1,travesti,travesti,travesti,travesti,travesti,travesti,,,False
2322,naca,0,0,0,naca,naca,naca,naca,naca,naca,,,False
2323,gata,0,0,0,gata,gata,gata,gata,gata,gata,,,False
2324,gorda,1,1,1,gorda,gorda,gorda,gorda,gorda,gorda,,,False
2325,anarcumbia,0,0,0,anarcumbia,anarcumbia,anarcumbia,anarcumbia,anarcumbia,anarcumbia,,,False
2326,malerrimo,0,0,0,malerrimo,malerrimo,malerrimo,malerrimo,malerrimo,malerrimo,,,False
2327,malisima,0,0,0,malisima,malisima,malisima,malisima,malisima,malisima,,,False
2328,don nadie,0,0,0,don nadie,don nadie,don nadie,don nadie,don nadie,don nadie,,,False
2329,fracasada,0,0,0,fracasada,fracasada,fracasada,fracasada,fracasada,fracasada,,,False
2330,dientona,0,0,0,dientona,dientona,dientona,dientona,dientona,dientona,,,False
2331,muertadehambre,0,0,0,muertadehambre,muertadehambre,muertadehambre,muertadehambre,muertadehambre,muertadehambre,,,False
2332,enana,0,0,0,enana,enana,enana,enana,enana,enana,,,False
2333,electro-pop,8,13,13,electro-pop,electro pop,electro pop,electronic pop,electronic pop,electronic-pop,203 | 204 | 205 | 301,,False
2334,elecronic rock,1,1,1,elecronic rock,elecronic rock,elecronic rock,elecronic rock,elecronic rock,elecronic rock,,,False
2335,samba jazz,1,1,1,samba jazz,samba jazz,samba jazz,samba jazz,samba jazz,samba jazz,,,False
2336,favorite artist,2,61,61,favorite artist,favorite artist,favorite artist,favorite artist,favorite artist,favorite artist,27,Flagged: personal preference.,True
2337,keri hilson,1,1,1,keri hilson,keri hilson,keri hilson,keri hilson,keri hilson,keri hilson,,,False
2343,rockfull,1,1,1,rockfull,rockfull,rockfull,rockfull,rockfull,rockfull,,,False
2344,rockpure,1,1,1,rockpure,rockpure,rockpure,rockpure,rockpure,rockpure,,,False
2345,modern rock,13,13,14,modern rock,modern rock,modern rock,modern rock,modern rock,modern rock,,,False
2346,new,10,17,18,new,new,new,new,new,new,,,False
2347,upcoming  hit,1,2,2,upcoming hit,upcoming hit,upcoming hit,upcoming hit,upcoming hit,upcoming hit,,,False
2348,leighton meester,4,2,4,leighton meester,leighton meester,leighton meester,leighton meester,leighton meester,leighton meester,,,False
2349,sweet,36,153,168,sweet,sweet,sweet,sweet,sweet,sweet,,,False
2350,kopie dupsko,1,2,2,kopie dupsko,kopie dupsko,kopie dupsko,kopie dupsko,kopie dupsko,kopie dupsko,,,False
2351,groove coverage,2,1,2,groove coverage,groove coverage,groove coverage,groove coverage,groove coverage,groove coverage,,,False
2352,always in my mind,2,6,7,always in my mind,always in my mind,always in my mind,always in my mind,always in my mind,always in my mind,,,False
2353,best of 10,0,0,0,best of 10,best of 10,best of 10,best of 10,best of 10,best of 10,,,False
2354,smutne pipczenie,1,1,1,smutne pipczenie,smutne pipczenie,smutne pipczenie,smutne pipczenie,smutne pipczenie,smutne pipczenie,,,False
2355,zmiel pierogi,1,1,1,zmiel pierogi,zmiel pierogi,zmiel pierogi,zmiel pierogi,zmiel pierogi,zmiel pierogi,,,False
2356,jebane techno,1,1,1,jebane techno,jebane techno,jebane techno,jebane techno,jebane techno,jebane techno,,,False
2357,xoxo,1,1,1,xoxo,xoxo,xoxo,xoxo,xoxo,xoxo,,,False
2358,melodic trance,1,1,1,melodic trance,melodic trance,melodic trance,melodic trance,melodic trance,melodic trance,,,False
2359,uplifting trance,0,0,0,uplifting trance,uplifting trance,uplifting trance,uplifting trance,uplifting trance,uplifting trance,,,False
2360,uplifting,8,16,16,uplifting,uplifting,uplifting,uplifting,uplifting,uplifting,,,False
2361,electro-house,1,1,1,electro-house,electro house,electro house,electro house,electro house,electro house,,,False
2362,dream,4,29,30,dream,dream,dream,dream,dream,dream,45,"Keep separate: related concepts, but not clearly equivalent in the assignments.",False
2363,ultimate rock ballads,1,17,17,ultimate rock ballads,ultimate rock ballads,ultimate rock ballads,ultimate rock ballads,ultimate rock ballads,ultimate rock ballads,,,False
2364,grim and necro,0,0,0,grim and necro,grim and necro,grim and necro,grim and necro,grim and necro,grim and necro,,,False
2365,true and cult,0,0,0,true and cult,true and cult,true and cult,true and cult,true and cult,true and cult,,,False
2366,rock sujo,1,1,1,rock sujo,rock sujo,rock sujo,rock sujo,rock sujo,rock sujo,,,False
2367,mod rock foda,1,1,1,mod rock foda,mod rock foda,mod rock foda,mod rock foda,mod rock foda,mod rock foda,,,False
2368,rock brasilis foda,1,1,1,rock brasilis foda,rock brasilis foda,rock brasilis foda,rock brasilis foda,rock brasilis foda,rock brasilis foda,,,False
2369,rock brasilis,1,1,1,rock brasilis,rock brasilis,rock brasilis,rock brasilis,rock brasilis,rock brasilis,,,False
2370,rockabilly sensual,1,1,1,rockabilly sensual,rockabilly sensual,rockabilly sensual,rockabilly sensual,rockabilly sensual,rockabilly sensual,,,False
2371,gorgeous,5,10,10,gorgeous,gorgeous,gorgeous,gorgeous,gorgeous,gorgeous,,,False
2372,girl group,2,5,5,girl group,girl group,girl group,girl group,girl group,girl group,49,,False
2373,foreign,2,5,5,foreign,foreign,foreign,foreign,foreign,foreign,,,False
2374,girl bands,2,2,2,girl bands,girl bands,girl bands,girl band,girl band,girl band,79,,False
2375,comic,1,1,1,comic,comic,comic,comic,comic,comic,,,False
2376,young,2,2,2,young,young,young,young,young,young,,,False
2377,european,3,23,23,european,european,european,european,european,european,,,False
2378,roxanne emery,1,1,1,roxanne emery,roxanne emery,roxanne emery,roxanne emery,roxanne emery,roxanne emery,,,False
2379,jessie j,1,1,1,jessie j,jessie j,jessie j,jessie j,jessie j,jessie j,,,False
2380,favorite artists,7,24,24,favorite artists,favorite artists,favorite artists,favorite artist,favorite artist,favorite artist,27,Flagged: personal preference.,True
2381,dj,4,6,6,dj,dj,dj,dj,dj,dj,,,False
2382,sampling,0,0,0,sampling,sampling,sampling,sampling,sampling,sampling,,,False
2383,samples,0,0,0,samples,samples,samples,samples,samples,samples,,,False
2384,downbeat,2,23,24,downbeat,downbeat,downbeat,downbeat,downbeat,downbeat,,,False
2385,abstract hip-hop,6,33,35,abstract hip-hop,abstract hip hop,abstract hip-hop,abstract hip hop,abstract hip hop,abstract hip-hop,,,False
2386,abstract hip hop,2,3,3,abstract hip hop,abstract hip hop,abstract hip-hop,abstract hip hop,abstract hip hop,abstract hip-hop,,,False
2387,instrumental hip hop,1,1,1,instrumental hip hop,instrumental hip hop,instrumental hip-hop,instrumental hip hop,instrumental hip hop,instrumental hip-hop,,,False
2388,ambient breakbeat,0,0,0,ambient breakbeat,ambient breakbeat,ambient-breakbeat,ambient breakbeat,ambient breakbeat,ambient-breakbeat,,,False
2389,dj shadow,0,0,0,dj shadow,dj shadow,dj shadow,dj shadow,dj shadow,dj shadow,,,False
2390,djs,0,0,0,djs,djs,djs,djs,djs,djs,,,False
2391,producer,2,2,2,producer,producer,producer,producer,producer,producer,,,False
2392,alternative ambient,0,0,0,alternative ambient,alternative ambient,alternative ambient,alternative ambient,alternative ambient,alternative ambient,,,False
2393,other,3,5,5,other,other,other,other,other,other,,,False
2394,princess,3,3,3,princess,princess,princess,princess,princess,princess,113,Keep separate. Flagged: not a singular/plural pair; both may be subjective honorifics.,True
2395,eua,1,1,1,eua,eua,eua,eua,eua,eua,,,False
2396,famale,1,1,1,famale,famale,famale,famale,famale,famale,,,False
2397,hardcore melodico,1,3,3,hardcore melodico,hardcore melodico,hardcore melodico,hardcore melodico,hardcore melodico,hardcore melodico,,,False
2398,pop music,6,10,12,pop music,pop music,pop music,pop music,pop music,pop music,,,False
2399,wanessa camargo,1,1,1,wanessa camargo,wanessa camargo,wanessa camargo,wanessa camargo,wanessa camargo,wanessa camargo,,,False
2400,electrropop,1,1,1,electrropop,electrropop,electrropop,electrropop,electrropop,electrropop,,,False
2401,club mix,0,0,0,club mix,club mix,club mix,club mix,club mix,club mix,,,False
2402,dancefloor,1,2,2,dancefloor,dancefloor,dancefloor,dancefloor,dancefloor,dancefloor,,,False
2403,miley,3,2,3,miley,miley,miley,miley,miley,miley,,,False
2404,tvorchestvo oligofrenov,1,1,1,tvorchestvo oligofrenov,tvorchestvo oligofrenov,tvorchestvo oligofrenov,tvorchestvo oligofrenov,tvorchestvo oligofrenov,tvorchestvo oligofrenov,,,False
2405,gayrock,1,2,2,gayrock,gayrock,gayrock,gayrock,gayrock,gayrock,,,False
2406,brutal anal gotik metal,0,0,0,brutal anal gotik metal,brutal anal gotik metal,brutal anal gotik metal,brutal anal gotik metal,brutal anal gotik metal,brutal anal gotik metal,,,False
2407,gypsy,6,5,7,gypsy,gypsy,gypsy,gypsy,gypsy,gypsy,,,False
2408,emoviolence,0,0,0,emoviolence,emoviolence,emoviolence,emoviolence,emoviolence,emoviolence,,,False
2409,hevi,0,0,0,hevi,hevi,hevi,hevi,hevi,hevi,,,False
2410,kircore,1,1,1,kircore,kircore,kircore,kircore,kircore,kircore,,,False
2411,pepsi,2,1,2,pepsi,pepsi,pepsi,pepsi,pepsi,pepsi,,,False
2412,the lion king,1,1,1,the lion king,the lion king,the lion king,the lion king,the lion king,the lion king,,,False
2413,pirates of the caribbean,1,1,1,pirates of the caribbean,pirates of the caribbean,pirates of the caribbean,pirates of the caribbean,pirates of the caribbean,pirates of the caribbean,,,False
2414,this is it,1,1,1,this is it,this is it,this is it,this is it,this is it,this is it,,,False
2415,rio,1,15,15,rio,rio,rio,rio,rio,rio,,,False
2416,king,6,3,6,king,king,king,king,king,king,96,Keep separate. Flagged: `king` is subjective/honorific; `kings` is unclear.,True
2417,attila,1,1,1,attila,attila,attila,attila,attila,attila,,,False
2418,partycore,1,1,1,partycore,partycore,partycore,partycore,partycore,partycore,,,False
2419,melodic deathcore,4,4,5,melodic deathcore,melodic deathcore,melodic deathcore,melodic deathcore,melodic deathcore,melodic deathcore,,,False
2420,technocore,1,1,1,technocore,technocore,technocore,technocore,technocore,technocore,,,False
2421,kid cudi,1,1,1,kid cudi,kid cudi,kid cudi,kid cudi,kid cudi,kid cudi,,,False
2422,metalcore metal,1,1,1,metalcore metal,metalcore metal,metalcore metal,metalcore metal,metalcore metal,metalcore metal,,,False
2423,and hell followed with,1,1,1,and hell followed with,and hell followed with,and hell followed with,and hell followed with,and hell followed with,and hell followed with,,,False
